Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Allocation),Custom field (App Version),Custom field (Approvals),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Category),Custom field (Countermeasure),Custom field (Custom1),Custom field (Date),Custom field (Defect Group),Custom field (Department_whom ),Custom field (Design),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Failure location),Custom field (Gating Stage),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Model),Custom field (Open forms),Custom field (Opportunity value),Custom field (Parts number),Custom field (Progress),Custom field (QE),Custom field (RD Analysis),Custom field (Rank),Custom field (Recovery Method),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Resolve Date),Custom field (Resolver),Custom field (Rework Request form),Satisfaction rating,Custom field (Satisfaction date),Custom field (Serial Number),Custom field (Severity),Custom field (Software Version),Custom field (Stage),Custom field (Start date),Custom field (Status),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (VendorCR),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (responsible),Custom field (uuid),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
[XG32WCMS] 调节菜单Power Key Lock 时，会出现调节语言的乱码,MONMTK-579,123506,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,01/Feb/24 4:33 PM,29/Feb/24 6:22 PM,20/Mar/24 6:10 PM,29/Feb/24 6:22 PM,XG32WCMS,,0,,"現象：调节菜单Power Key Lock 时，会出现调节语言的乱码

手法：
    1. System Setup > Power Key Lock
    2. 按下 “OK“ key
    3. 出現第三層語言的OSD ({color:#ff5630}NG{color})",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41a5d0c9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0buuv:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_2425737102_*|*_5_*:*_1_*:*_0,,,29/Feb/24 6:22 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix,,,,Done,29/Feb/24 6:22 PM
[XG32WCMS][OSD] Auto Input Detection OFF之後，切換到無訊號源的時候，OSD選單會錯亂。,MONMTK-578,123505,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 4:28 PM,06/Mar/24 11:21 AM,20/Mar/24 6:10 PM,20/Feb/24 3:52 PM,XG32WCMS,,0,,"Phenomenon:
        Auto Input Detection OFF之後，切換到無訊號源的時候，OSD選單會有亂碼。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Input Select->Auto Input Detection ->OFF
        [Step2]拔掉HDMI or DP or TypeC，打開OSD選單，Input Select->選擇無訊號源
        [Step3]切換輸入源後，打開OSD選單(此時選單有亂碼)

Expected Result: 
應該不能有亂碼。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,01/Feb/24 4:36 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01.png;https://amtran.atlassian.net/rest/api/3/attachment/content/108651,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ccfeabc,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0buun:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1639463532_*|*_3_*:*_1_*:*_20908_*|*_5_*:*_1_*:*_0,,,20/Feb/24 3:52 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,20/Feb/24 3:52 PM
"[XG32WCMS][OSD]Aspect Control->16:9->Full>三個選項中27""Simulation和24.5""Simulation的功能，選擇後會恢復Fullup。",MONMTK-577,123503,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 3:33 PM,06/Mar/24 11:21 AM,20/Mar/24 6:10 PM,20/Feb/24 5:25 PM,XG32WCMS,,0,,"Phenomenon:
       Aspect Control->16:9->Full->三個選項中27""Simulation和24.5""Simulation的功能，選擇後會恢復Fullup。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Image->Aspect Control->16:9->Full->27""Simulation  or  24.5""Simulation
        [Step2]按下OK後畫面會熄掉，再次點亮後進入選單，會看到選項在Fullup。 

Expected Result: 
應該要能27""Simulation  or  24.5""Simulation的功能。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,01/Feb/24 3:34 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108641,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c80b81c,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0buu7:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1648323403_*|*_5_*:*_1_*:*_0,,,20/Feb/24 3:51 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決。,,,,Done,20/Feb/24 5:25 PM
[XG32WCMS] 调节菜单Power Indicator时，会出现调节语言的乱码,MONMTK-576,123502,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,01/Feb/24 3:30 PM,29/Feb/24 6:19 PM,20/Mar/24 6:10 PM,29/Feb/24 6:19 PM,XG32WCMS,,0,,"現象：调节菜单Power Indicator时，会出现调节语言的乱码

手法：
    1. System Setup > Power Indicator
    2. 按下 ""OK”
    3. 第三層OSD出現語言 ({color:#ff5630}NG{color})",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,01/Feb/24 3:30 PM;jason.huang;23086e08990606bf85a8a5c0f11146d4.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108639,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@326cd287,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0butz:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_2429306142_*|*_5_*:*_1_*:*_0,,,29/Feb/24 6:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix.,,,,Done,29/Feb/24 6:19 PM
[XG32WCMS]Variable Refresh Rate功能開啟後，無法使用OK鍵將該功能關閉，只能用右鍵,MONMTK-575,123494,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 2:04 PM,02/Feb/24 9:13 AM,20/Mar/24 6:10 PM,01/Feb/24 9:50 PM,XG32WCMS,,0,,"Phenomenon:
        打開Variable Refresh Rate時，無法使用OK鍵將該功能關閉，只能用右鍵。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Gaming ->Variable Refresh Rate 
        [Step2]按OK鍵

Expected Result: 
OK鍵應該將該功能關閉。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Feb/24 2:06 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;Test.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108629,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@29e52d31,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bus7:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-01 13:50:00.745,1_*:*_1_*:*_27960054_*|*_5_*:*_1_*:*_0,,,01/Feb/24 9:50 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix,02/Feb/24 9:13 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE007已解決，右鍵和OK鍵都可以開關此功能。,,,Done,01/Feb/24 9:50 PM
[XG32WCMS][OSD]Crosshair功能打開後，右鍵無法向右移動變成打開選單，OK鍵無法打開OSD選單變成向右移動,MONMTK-574,123492,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 1:35 PM,06/Mar/24 11:10 AM,20/Mar/24 6:10 PM,20/Feb/24 1:30 PM,XG32WCMS,,0,,"Phenomenon:
        Crosshair功能打開後，右鍵無法向右移動並且變成打開選單，OK鍵無法打開選單並且變成向右移動。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Gaming Plus->Crosshair ->(準心選擇綠色十字)
        [Step2]上鍵、左鍵、下鍵可正常移動準心，右鍵無法向右移動，但OK鍵可讓選單向右移動。 

Expected Result: 
右鍵應該才能移動準心。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@629be989,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0burr:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1641296545_*|*_5_*:*_1_*:*_0,,,20/Feb/24 1:30 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;2024/02/19版本已解決,,,,Done,20/Feb/24 1:30 PM
[XG32WCMS] PBP mode mail source無訊號行為與OSD異常,MONMTK-573,123491,Bug,Reopened,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,01/Feb/24 1:14 PM,19/Mar/24 8:01 PM,19/Mar/24 7:56 PM,,XG32WCMS,,0,,"現象： PBP mode mail source無訊號行為與OSD異常

手法：
    1. 接上HDMI以及DP，兩者都有訊號
    2. 打開PBP功能
    3. mail source設定HDMI, sub source設定DP
    4. 確認都有訊號後拔除main source HDMI
    5. main source 不會auto input detect切換source ({color:#ff5630}NG1{color})
    6. 叫出Main Menu OSD異常 ({color:#ff5630}NG2{color})",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@675b9a4d,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0burj:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-19 12:01:12.671,,,,19/Mar/24 8:01 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0319測試後，NG1已修復，NG2有機率出現。,,,,To Do,19/Mar/24 8:00 PM
[XG32WCMS] 進入OSD Position時，OK鍵才能使選單右移。,MONMTK-572,123482,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 11:00 AM,02/Feb/24 9:15 AM,20/Mar/24 6:10 PM,01/Feb/24 9:50 PM,XG32WCMS,,0,,"Phenomenon:
       進入OSD Position時，OK鍵才能使選單右移。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，System Setup->OSD Setup ->OSD Position
        [Step2]上鍵、左鍵、下鍵可正常移動選單，唯獨右鍵會離開OSD Position，但OK鍵可讓選單向右移動。 

Expected Result: 
右鍵應該才能移動選單。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Feb/24 2:04 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;Test.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/108628,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@623ce7fc,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bupj:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-01 13:50:24.884,1_*:*_1_*:*_39015019_*|*_5_*:*_1_*:*_0,,,01/Feb/24 9:50 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix,02/Feb/24 9:15 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE007已解決，驗證OK。,,,Done,01/Feb/24 9:50 PM
[XG32WCMS][OSD]打開Aspect Control時，跳出的提示視窗與OSD TREE不同,MONMTK-571,123468,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Feb/24 9:34 AM,06/Mar/24 11:21 AM,20/Mar/24 6:10 PM,04/Mar/24 5:26 PM,XG32WCMS,,0,,"Phenomenon:
       打開Aspect Control時，跳出的提示視窗與OSD TREE不同。

Setup:
        FW:MCE006
        HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Image->Aspect Control->16:9->Pixel by pixel
        [Step2]執行後跳出的提示視窗與OSD TREE不同。 

Expected Result: 
提示視窗內容應該與OSD TREE一致。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Feb/24 9:35 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01 (2).jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/108586,01/Feb/24 9:35 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;02 (2).png;https://amtran.atlassian.net/rest/api/3/attachment/content/108585,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66f9257,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bumf:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-04 09:26:32.718,1_*:*_1_*:*_2793130348_*|*_5_*:*_1_*:*_0,,,04/Mar/24 5:26 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix,,,,Done,04/Mar/24 5:26 PM
[XG32WCMS][OSD]打開Variable Refresh Rat時，跳出的提示視窗與OSD TREE不同,MONMTK-570,123466,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,31/Jan/24 6:54 PM,15/Mar/24 2:40 PM,20/Mar/24 6:10 PM,14/Mar/24 5:55 PM,XG32WCMS,,0,,"Phenomenon:
       打開Variable Refresh Rat時，跳出的提示視窗與OSD TREE不同。

Setup:
        FW:MCE006
HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Gaming->Variable Refresh Rate。
        [Step2]跳出的提示視窗與OSD TREE不同。 

Expected Result: 
提示視窗內容應該與OSD TREE一致。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Feb/24 9:37 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/108587,01/Feb/24 9:37 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;02.png;https://amtran.atlassian.net/rest/api/3/attachment/content/108588,05/Mar/24 3:14 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;ROG XG32WCMS OSD Tree Spec._V1.0.17_20240227.xlsx;https://amtran.atlassian.net/rest/api/3/attachment/content/109644,05/Mar/24 3:14 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;Variable Refresh Rate打開的提示語.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/109645,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47dfc90c,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bulz:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,XG32WCMS63-277,,2024-03-14 09:55:05.333,1_*:*_1_*:*_3711615730_*|*_5_*:*_1_*:*_0,,,"05/Mar/24 3:14 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;[^ROG XG32WCMS OSD Tree Spec._V1.0.17_20240227.xlsx]

!Variable Refresh Rate打開的提示語.jpg|width=3120,height=4160!

依照最新版本OSD tree的提示視窗內容差異，需改成如以下紅字部分
The following function will be disabled when {color:#ff5630}Variable Refresh Rate{color} turn on.
•PIP/PBP
•ELMB
•Aspect Control",14/Mar/24 5:55 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix,,,Done,14/Mar/24 5:55 PM
[XG32WCMS][OSD]Timer開啟後，按OK鍵時，Timer圖示會向右邊移動。,MONMTK-569,123463,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,31/Jan/24 6:23 PM,06/Mar/24 11:20 AM,20/Mar/24 6:10 PM,05/Feb/24 3:14 PM,XG32WCMS,,0,,"Phenomenon:
       Timer開啟後，按OK鍵時，Timer圖示會向右邊移動。

Setup:
        FW:MCE006
HDMI/DP/TypeC QHD@60
        
Procedures: 
        [Step1]打開OSD選單，Gaming->Game Plus-> Timer->30:00
        [Step2]按OK鍵時，左上方的Timer圖示會向右邊移動。
 

Expected Result: 
Timer圖示不該移動。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5105bda0,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bulb:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-02-05 07:14:08.232,1_*:*_1_*:*_420633826_*|*_5_*:*_1_*:*_0,,,05/Feb/24 3:14 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;fix,,,,Done,05/Feb/24 3:14 PM
[XG32WCMS][OSD]ELMB SYNC打開時，提示視窗中的訊息OSD TREE不同,MONMTK-568,123460,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,31/Jan/24 5:14 PM,06/Mar/24 11:20 AM,20/Mar/24 6:10 PM,04/Mar/24 5:24 PM,XG32WCMS,,0,,"Phenomenon:
        ELMB SYNC打開時，提示視窗中的訊息OSD TREE不同。

Setup:
        FW:MCE006
         HDMI/DP/TypeC QHD@60
        
Procedures: 
[Step1]打開OSD選單，Gaming->ELMB/ELMB SYNC->ELMB 
        [Step2]跳出的提示視窗與OSD TREE不同。 

Expected Result: 
提示視窗內容應該與OSD TREE一致。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Feb/24 11:05 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/108621,01/Feb/24 11:05 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;02.png;https://amtran.atlassian.net/rest/api/3/attachment/content/108620,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20459978,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bukn:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-04 09:24:56.766,1_*:*_1_*:*_2851800322_*|*_5_*:*_1_*:*_0,,,04/Mar/24 5:24 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;new patch fix,,,,Done,04/Mar/24 5:24 PM
[XG32WCMS] 無法透過TypeC update FW,MONMTK-567,123459,Task,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,,stan_chang,61825a23702bd0006a50d648,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,31/Jan/24 5:10 PM,14/Mar/24 8:38 PM,20/Mar/24 6:10 PM,,XG32WCMS,,0,Critical,"現象：無法透過TypeC update FW

手法：
    1. 透過SET_VL103_MUX_SEL();將D+D-從VL103切換到Scaler

    2. 將 FW 設定以下狀態
    #define ENABLE_USB_HOST         0
    #define ENABLE_USB_DEVICE       (1 && !ENABLE_USB_HOST) 

    3. 使用MTK USB download Tool

    4. 裝置管理員以及Tool完全認不到USB裝置，因此無法更新FW (NG)
",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3f5a66e1,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0bukf:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,,,,,,,,To Do,31/Jan/24 5:10 PM
[XG32WCMS]Variable OD 的Default 值錯誤,MONMTK-566,123458,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,31/Jan/24 4:53 PM,02/Feb/24 9:17 AM,20/Mar/24 6:10 PM,31/Jan/24 5:19 PM,XG32WCMS,,0,,Variable OD 的Default如OSD TREE中設定應該為10,,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,31/Jan/24 4:53 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;01.png;https://amtran.atlassian.net/rest/api/3/attachment/content/108575,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72adee21,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0buk7:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-01-31 09:19:59.396,1_*:*_1_*:*_1575558_*|*_5_*:*_1_*:*_0,,,31/Jan/24 5:19 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;預設值，我們設定即可，下版FW修正,02/Feb/24 9:17 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE007已解決，修改數值後Reset驗證OK，Default 為10。,,,Done,31/Jan/24 5:19 PM
